Google Ads campaign,Nth week,Google Ads cost,Google Ads impressions,Active users
md_pmax_детские_товары_питание,0,54890.600204,562165,340
md_pmax_алкоголь_вино,39,54826.719833,618578,618
pr_mega_gdn_champions-sale_2407,8,54809.553544,8463193,2
md_pmax_алкоголь_пиво,9,54702.15,725784,582
shop_st_бытовая_химия_средства_для_стирки,16,54658.96,600076,633
srch_DSA_алкоголь_UA,36,54585.534466,237525,932
md_pmax_красота_и_уход_гигиена_подгузники_для_взрослых,9,54512.5,341305,425
md_pmax_детские_товары_питание,23,54485.472432,413988,465
md_pmax_алкоголь_вино,40,54415.463612,635832,658
pr_mega_demgen_ocean25_2506,54,54345.937003,680277,82
shop_st_бытовая_химия_средства_для_стирки,55,54210.324613,453914,748
md_pmax_продукты_питания_напитки_холодные_вода,16,54198.478277,577602,607
srch_DSA_алкоголь_UA,37,54102.732708,252492,1086
md_pmax_детские_товары_подгузники,54,54037.734636,314034,619
md_pmax_зоотовары_коты_кормление,17,53822.43,385041,589
shop_st_бытовая_химия_средства_для_стирки,18,53786.64,659948,736
md_pmax_красота_и_уход_гигиена_подгузники_для_взрослых,25,53735.059732,266697,560
md_pmax_зоотовары_коты_кормление,18,53689.86,391945,690
brand_shopping,38,53545.081005,1440601,2633
md_pmax_красота_и_уход_гигиена_подгузники_для_взрослых,17,53539.691661,284141,542
shop_st_бытовая_химия_средства_для_стирки,17,53285.46,615739,678
md_pmax_зоотовары_собаки_кормление,33,53249.59,332395,465
md_pmax_продукты_питания_кондитерка,14,53092.483546,874213,434
shop_st_красота_и_уход_уход_за_полостью_рта_електрические,30,53060.48,145113,387
md_pmax_алкоголь_вино,38,53054.759306,571659,631
md_pmax_красота_и_уход_гигиена_подгузники_для_взрослых,54,52902.572616,219893,533
md_pmax_алкоголь_виски,6,52867.13,524255,453
md_pmax_алкоголь_вино,46,52798.090469,592182,692
md_pmax_детские_товары_подгузники,51,52698.782797,314610,639
brand_shopping,47,52646.161077,1127325,2948
md_pmax_красота_и_уход_гигиена_подгузники_для_взрослых,13,52574.699488,313052,443
md_pmax_детские_товары_питание,29,52418.870343,453047,451
md_pmax_детские_товары_подгузники,53,52278.698987,328467,554
md_pmax_продукты_питания_напитки_кофе,32,52200.72,518285,635
srch_DSA_алкоголь_UA,27,52173.789758,270913,820
md_pmax_красота_и_уход_гигиена_подгузники_для_взрослых,53,52104.792305,201365,458
md_pmax_товары_для_дома_посуда_столовая_посуда,32,52084.992964,751906,677
md_pmax_зоотовары_коты_кормление,13,52015.376268,358474,636
srch_DSA_алкоголь_UA,46,51851.21784,212497,985
md_pmax_красота_и_уход_гигиена_подгузники_для_взрослых,48,51812.485416,251190,506
md_pmax_детские_товары_питание,33,51771.54,483513,522
md_pmax_продукты_питания_кондитерка,8,51617.679618,877193,316
md_pmax_алкоголь_вино,33,51601.48,684931,587
md_pmax_алкоголь_вино,14,51555.51,652060,465
md_pmax_алкоголь_пиво,36,51513.18313,757983,658
shop_st_бытовая_химия_средства_для_стирки,20,51441.81,525867,600
md_pmax_зоотовары_коты_кормление,20,51390.23,341211,625
md_pmax_красота_и_уход_гигиена_подгузники_для_взрослых,38,51312.884976,280973,379
shop_st_бытовая_химия_средства_для_стирки,42,51294.588743,498170,686
srch_DSA_алкоголь_UA,34,51256.024411,257566,951
md_pmax_алкоголь_вино,43,51232.446796,586986,604
shop_st_товары_для_дома_хоз_инвентарь,39,51181.71916,467179,494
md_pmax_красота_и_уход_гигиена_подгузники_для_взрослых,36,51128.630913,295280,426
md_pmax_алкоголь_виски,5,51088.03,483868,537
srch_DSA_алкоголь_UA,45,51082.023014,201197,1049
srch_DSA_алкоголь_UA,28,51075.041555,259179,964
md_pmax_продукты_питания_напитки_холодные_вода_сладкая,56,50966.20601,566867,651
md_pmax_алкоголь_вино,34,50943.37,666180,579
md_pmax_детские_товары_подгузники,57,50879.288551,326066,564
md_pmax_красота_и_уход_лореаль,17,50866.69,813079,601
md_pmax_детские_товары_косметика_и_гигиена,29,50824.087956,295048,502
md_pmax_красота_и_уход_гигиена_подгузники_для_взрослых,6,50805.69,298624,429
md_pmax_алкоголь_вино,35,50767.194642,660490,622
md_pmax_алкоголь_пиво,41,50754.8708,617604,695
md_pmax_детские_товары_питание,34,50725.43,478219,489
shop_st_зоотовары_собаки_здоровье,51,50689.469278,313324,526
md_pmax_красота_и_уход_гигиена_подгузники_для_взрослых,39,50673.815554,295158,440
md_pmax_детские_товары_подгузники,30,50665.02,335917,487
md_pmax_алкоголь_водка,46,50657.632908,468254,419
md_pmax_алкоголь_вино,52,50656.334624,475011,573
md_pmax_детские_товары_подгузники,55,50556.774925,305334,581
md_pmax_алкоголь_вино,49,50547.330617,478540,569
md_pmax_детские_товары_подгузники,37,50444.471736,309108,607
shop_st_товары_для_дома_хоз_инвентарь,48,50408.675892,348641,637
md_pmax_товары_для_дома,21,50377.690392,649142,790
md_pmax_алкоголь_пиво,40,50345.379189,592761,655
md_pmax_товары_для_дома,34,50333.535209,701193,882
md_pmax_алкоголь_вино_игристое,36,50200.028731,556523,479
md_pmax_алкоголь_пиво,8,50116.94,703148,513
brand_shopping,42,50094.529582,1374026,3222
srch_DSA_алкоголь_UA,33,50024.093584,246956,916
md_pmax_детские_товары_питание,32,49899.04,492381,457
md_pmax_алкоголь_пиво,3,49655.98,669249,432
md_pmax_зоотовары_собаки_кормление,45,49486.016489,238437,469
md_pmax_красота_и_уход_гигиена_подгузники_для_взрослых,2,49420.22,282332,513
shop_st_бытовая_химия_средства_для_стирки,44,49314.241622,515616,715
md_pmax_зоотовары_собаки_кормление,10,49288.773908,283505,486
pr_mega_demgen_sunny25_2504,48,49253.779819,444968,72
md_pmax_алкоголь_пиво,0,49252.08,613711,382
md_pmax_детские_товары_питание,27,49246.782858,396772,432
md_pmax_товары_для_дома,17,49188.886976,695799,912
md_pmax_алкоголь_вино_игристое,35,49158.641199,551937,522
md_pmax_красота_и_уход_лореаль,16,49149.01,698585,543
shop_st_товары_для_дома_хоз_инвентарь,59,49102.525583,327151,596
md_pmax_алкоголь_вино,45,49093.691758,548556,710
md_pmax_продукты_питания_напитки_холодные_вода,11,49084.760323,648408,504
brand_shopping,41,49026.544591,1307413,3025
md_pmax_красота_и_уход_лореаль,46,49009.057566,533960,743
md_pmax_алкоголь_пиво,34,49003.87,678451,611
md_pmax_детские_товары_питание,22,48929.520531,402771,438
md_pmax_детские_товары_подгузники,28,48928.773559,323779,500
md_pmax_детские_товары_подгузники,48,48828.034201,296081,563
md_pmax_продукты_питания_напитки_холодные_вода,8,48823.32235,545054,469
shop_st_товары_для_дома_хоз_инвентарь,41,48782.030215,441716,557
md_pmax_красота_и_уход_лореаль,32,48760.82935,658109,606
md_pmax_алкоголь_вино,20,48735.5,611505,512
md_pmax_детские_товары_игрушки_a,38,48673.137118,591227,1095
md_pmax_детские_товары_подгузники,58,48571.361519,331917,554
md_pmax_красота_и_уход_лореаль,13,48562.70024,678457,419
md_pmax_детские_товары_питание,9,48495.977134,467595,423
md_pmax_алкоголь_вино,10,48458.19,569570,438
md_pmax_зоотовары_собаки_кормление,14,48298.23,272144,381
shop_st_товары_для_дома_хоз_инвентарь,40,48296.808778,445489,495
md_pmax_красота_и_уход_гигиена_подгузники_для_взрослых,56,48251.091277,204563,466
md_pmax_красота_и_уход_лореаль,43,48209.36289,504527,797
md_pmax_алкоголь_водка,45,48108.438262,475872,418
md_pmax_товары_для_дома_посуда_столовая_посуда,53,48101.412173,414180,557
md_pmax_алкоголь_вино,44,48003.095777,552124,623
md_pmax_красота_и_уход_гигиена_подгузники_для_взрослых,58,47920.318776,207937,424
md_pmax_продукты_питания_напитки_кофе,29,47897.796718,438309,606
md_pmax_красота_и_уход_гигиена_подгузники_для_взрослых,49,47881.153209,223384,519
md_pmax_продукты_питания_напитки_кофе,46,47838.054605,399968,763
srch_DSA_алкоголь_UA,25,47826.089376,238523,719
md_pmax_красота_и_уход_гигиена_подгузники_для_взрослых,4,47792.71,287946,416
shop_st_бытовая_химия_средства_для_стирки,52,47780.750681,441502,756
shop_st_бытовая_химия_средства_для_стирки,51,47760.877854,444384,792
md_pmax_красота_и_уход_гигиена_подгузники_для_взрослых,5,47745.82,292120,428
